,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O
41678,0.990052006113766,0.761989203739482,0.539159050998615,0.537860449621478,0.273416449963015,0.962477768406257,0.435051730983391,0.224485309350299
44986,0.0543408431827503,0.84517416811469,0.0313763744389651,0.956505134939378,0.541014002593494,0.551789699630206,0.477787412626215,0.0690710752633695
16352,0.907448293752076,0.95416724929861,0.50349783315756,0.388670413731948,0.456551532298261,0.620297102226389,0.994684617322334,0.403774635002591
13353,0.0823679697940534,0.785736351146458,0.577112010625502,0.491589222326783,0.0573624089601125,0.596168006984348,0.810346114202218,0.788646558249424
38943,0.838802952810046,0.868206220215918,0.594894232274244,0.443206069862618,0.397855265387157,0.79040156256211,0.173769011254944,0.398190434331883
5119,0.370015274375343,0.967348480052385,0.634481472113112,0.626768058902563,0.24176006398755,0.241660298974483,0.629695102739478,0.0997462888087357
12888,0.173023218280694,0.783835997124238,0.0895963457379626,0.867818704543967,0.742801315198909,0.42405865707187,0.21795014444444,0.335018366317573
14306,0.636745842543339,0.918166500307642,0.0372001111271821,0.554549235753845,0.135154374488835,0.848871545920105,0.261224386068546,0.941572556397957
32268,0.122979798178547,0.728451932496213,0.283843859784173,0.894981919885167,0.434205614083219,0.378329576868453,0.392144667357413,0.13396294872059
10705,0.456686458969851,0.740069623075718,0.527338359311342,0.632095995148929,0.0100382315514917,0.676987301261356,0.650719342257199,0.316335763700212
44345,0.820220121754191,0.894093409816198,0.457813546077913,0.482428931778444,0.0805811331752426,0.275101559221793,0.0760948247439071,0.876864370658557
23297,0.501479326144793,0.992915381542524,0.0709450397849375,0.693371413306733,0.0765912117029318,0.672048503785937,0.417011129533672,0.240533723229494
5070,0.458348490864277,0.996753193383616,0.406366790634222,0.567688143909165,0.327406130329381,0.700224141115852,0.283903711999998,0.778504734793911
33904,0.27111902308537,0.730823053082309,0.0316093309604982,0.760677418522739,0.0372889795986996,0.470163444318141,0.634081284661502,0.892834087605412
17581,0.794965678237234,0.864120898679285,0.690015187078763,0.312047232553088,0.138074834634348,0.534760584722136,0.972853338817889,0.874370741284188
44128,0.692598828243293,0.991278962048802,0.921947152783292,0.146122407943916,0.698778963900008,0.959791727259134,0.806893223094469,0.400801927979287
47191,0.753148507803282,0.700196386288043,0.552865225958994,0.435657174422512,0.925545926928484,0.847894852688274,0.986725260412578,0.925135815676843
7981,0.79760450483531,0.609230582007026,0.572160917719668,0.479310607945204,0.626153472101216,0.998918401002347,0.839869919879377,0.913083947205983
33616,0.447434591110908,0.959122022317807,0.126052362176909,0.700556320634414,0.155318949392534,0.648422239427661,0.997369089367388,0.203287393352985
10375,0.397736996428185,0.900919496839987,0.00988412035730483,0.675496027325476,0.591085753474581,0.687017534826591,0.975545925134787,0.483597084243998
37648,0.167376811261109,0.751230012038594,0.412721641942873,0.632406552553853,0.710966800673513,0.144773802071685,0.390546825322312,0.906683543126007
28822,0.559701086829942,0.990666060469469,0.599549611455087,0.476398921467313,0.860803072653653,0.495967859490338,0.933881835118678,0.297904029766629
54971,0.695677647423368,0.969387321829787,0.807523150007126,0.44334106563271,0.0478765690928035,0.746043005597457,0.24073861706369,0.00497406639133815
50297,0.211486405113468,0.989076075665779,0.401310154843756,0.759333300464563,0.0392547633031637,0.312410137909333,0.654551378320237,0.0160397665133896
44127,0.479000735317191,0.680026952202328,0.367311910366814,0.598223608301893,0.763107022539477,0.42123839588085,0.992536453195879,0.817856705049328
23707,0.0349435523302618,0.962292939110824,0.493907966827179,0.642826453739104,0.436164083443755,0.289444531776217,0.0391296755014844,0.598796952238873
43092,0.151308761320038,0.842503210488194,0.212781784396531,0.856015970202651,0.301513457402717,0.96144354073757,0.263773081562251,0.0927887726507037
24598,0.870243342178629,0.995548626859516,0.485561812756945,0.416830170110069,0.686025039081341,0.989044231934156,0.226648213516021,0.392288436165016
40161,0.0903665436039586,0.723409353773809,0.0421170755425132,0.680643367654204,0.547444154533689,0.0953671634690938,0.799909910079916,0.932849692588213
32007,0.101698810027837,0.75136508941157,0.416966564123725,0.764703261607082,0.969723771086545,0.419127725953538,0.289301234528594,0.463350911279112
12285,0.516443269142298,0.970360798511268,0.393985304450637,0.618984843443209,0.231175318775199,0.624496686707656,0.739364031169712,0.289998675955617
31228,0.0703194063096552,0.826757349006028,0.538223662272368,0.473288680373321,0.487192399457679,0.713021377758116,0.906464843469636,0.941744800711266
45997,0.00756534009939615,0.732078583245881,0.535916000587546,0.608540081385402,0.70005639707823,0.652284310899962,0.722348292113927,0.488519044845881
13128,0.0659773549330667,0.980304012620482,0.201999245683776,0.666926040455749,0.596926352570955,0.569704147812888,0.648452252307945,0.635788129531928
27484,0.293796912193176,0.71856333088206,0.464083099504811,0.825884394986847,0.763863954507594,0.681899382031579,0.110756000627873,0.103498849627734
25632,0.76056625705956,0.949990824592499,0.696885314087414,0.371755193687347,0.426507783970717,0.197456284617757,0.015114222344154,0.986357043247098
478,0.217195650787057,0.847613841128379,0.593430630526413,0.711282495071257,0.748159306414203,0.973956848573503,0.124105139477687,0.0387068822378973
43077,0.939950281540366,0.72462252262658,0.644856510431426,0.352656106501587,0.925228746523093,0.564090328391136,0.340585002135497,0.895844955227536
35769,0.368979096584922,0.759365223960496,0.363994456441201,0.745661423354383,0.129149544406663,0.829146861080966,0.0399546883209285,0.302532595565336
46270,0.0867520834247078,0.826950739023378,0.470527483384947,0.531235193426625,0.966924094506853,0.440052066237829,0.966441437154285,0.876323406249727
43284,0.366287209496413,0.995485217137488,0.0802152593355511,0.708621593955161,0.894926880747641,0.11221031020286,0.531955466368601,0.274107016859734
22382,0.788373062085174,0.881036854810755,0.560591369732578,0.40937284871063,0.213644990217891,0.375180710639835,0.530437741682454,0.587371501691057
48686,0.681429188500993,0.965691889910847,0.742750692612537,0.526610777734634,0.0134401486563344,0.431545372659357,0.150641257713378,0.18663492621575
31486,0.586290383134288,0.956288633901477,0.539203440098002,0.425810663697067,0.695718878056948,0.301856070585293,0.996404134368261,0.485099658919881
44184,0.417164294198914,0.842987525765168,0.613017406048414,0.507345980466701,0.114590886370762,0.64584083531208,0.966214323552151,0.133317544095439
50467,0.737837325727779,0.94273600395821,0.315989809548926,0.727280276803453,0.0573133164581904,0.318226232069706,0.619079908016319,0.133345465604944
56239,0.529676537302825,0.803717082593388,0.102321423617406,0.703293357555313,0.876815376087816,0.0290732558779072,0.583278783002614,0.569361476111158
53464,0.769954644838273,0.952028357352815,0.76761601799719,0.204119803032865,0.843609877104732,0.829278974811052,0.311823039853764,0.851041611635105
23206,0.838196010172095,0.633817837517258,0.241825185164727,0.672311868552921,0.0145951320206421,0.734024829329793,0.765734859663614,0.466957360401032
37055,0.23907302320098,0.633789637040049,0.300662157542255,0.70717005787917,0.0956994668433841,0.234722635808682,0.583544325983381,0.825076471402197
39182,0.669077090200073,0.654580906996653,0.347751659189643,0.625173143921539,0.0396595506487816,0.925118833912443,0.0373388112741556,0.958014968591089
36858,0.492399591473449,0.801597872605316,0.801474386642706,0.448738081936804,0.0939661318896197,0.948664894899233,0.334215532952331,0.69596635928958
8137,0.0930090593961598,0.985992489182691,0.646496809961044,0.606504817655388,0.78876509226998,0.991090788241915,0.0713596982149911,0.544300497845744
37539,0.940833067036892,0.740676251048299,0.163268556526669,0.684845962524936,0.127601074517678,0.483674350935108,0.796836763246024,0.575275891694022
47859,0.153552356345534,0.906515438557838,0.118893582140804,0.890778269306738,0.228714083356019,0.544154559352833,0.01797575103435,0.176682554178776
47388,0.582858628931371,0.622073301055239,0.340173873940804,0.667489654914257,0.616217961970687,0.768895658518664,0.533929017005643,0.980767636328976
23522,0.187241973008975,0.661171118539402,0.205750559428451,0.812361303154382,0.892177315417023,0.328776403313347,0.57412780122609,0.713519116534581
52283,0.873141195190495,0.881346475443889,0.400723499964466,0.513439590183326,0.32795718530316,0.634705716638088,0.544347348693993,0.970244082572697
56718,0.415410127116994,0.841172862760801,0.0424782409486943,0.696198708518707,0.619201998803119,0.704926882744391,0.209200214143422,0.565955750886954
47640,0.241884206778403,0.961976861411456,0.123416148727506,0.683033752234459,0.27080562084603,0.33893422129961,0.609719013076557,0.601924723700385
31634,0.839207572268154,0.985546037373855,0.910018317518142,0.0935534282986713,0.856842214515987,0.985759824508698,0.958066528532245,0.610390932275964
50402,0.368360894021869,0.95394287912401,0.648054004322493,0.605140676406887,0.846023551350797,0.677240379907882,0.20645641197495,0.208997442627927
34607,0.960691005836194,0.905183989997514,0.514289614423481,0.531838411565022,0.66306629901022,0.342947245474117,0.646951623487661,0.00907587783171971
38649,0.482193447009832,0.768225162113932,0.599749203806192,0.619222810239518,0.0349685964521389,0.534367209686035,0.0265088551651333,0.348759660320109
32856,0.0118741341164092,0.808330904545441,0.349708361455891,0.692567684884559,0.640082720046783,0.332306160001219,0.201400161059228,0.973155097030447
35191,0.0362861473367326,0.786577530477603,0.203814357988473,0.713573924245925,0.54201978675187,0.992397806760947,0.784858107468843,0.572999323163037
33983,0.432999968564417,0.684516805252716,0.450522148465181,0.55534698405732,0.118537584598667,0.774531116450432,0.949807876207233,0.941972422991804
13633,0.0117358581675176,0.955025675767388,0.521032584869911,0.564530626660051,0.333474276550596,0.746433576802096,0.776476177430341,0.398131843617989
55629,0.56982397407707,0.968132916856113,0.93056362296422,0.354992838594016,0.574174154675221,0.735070800285376,0.0322550873978121,0.798758765034084
19581,0.0242743432780162,0.894566115115608,0.136762569235523,0.742413249712008,0.213077090750475,0.628692301886008,0.672302661681648,0.587071804464026
50941,0.709283919723287,0.994291237439308,0.320938004195669,0.62302818345502,0.577975048032517,0.981360183838302,0.778349875008277,0.297790065431261
51474,0.542687723011758,0.966965955393024,0.343512876385136,0.715031278339563,0.939529087050219,0.16652042645312,0.719967766542734,0.162519799418848
50198,0.0718849326511176,0.770274856051483,0.596294767165281,0.667519557292066,0.538486681750132,0.613178560940942,0.395476284495094,0.368469409172684
43479,0.0591260904174132,0.96912015850192,0.0746513894196739,0.831944670842429,0.505397653466372,0.147860082723745,0.0834240374235837,0.220259681743503
33865,0.719576862378795,0.655558845830106,0.281862771113374,0.686300640875144,0.348156142698668,0.472474705393435,0.306508431971012,0.852739508391679
36495,0.889490403881496,0.868632983190579,0.607687890430025,0.282218799231887,0.727748149770182,0.562171586988727,0.8427818104517,0.540203441323156
57504,0.564505342165832,0.845452205438808,0.883000004403985,0.470311341791165,0.88207771529243,0.975631448319874,0.020931995808997,0.174564205916126
56523,0.0197762243636958,0.861249591156937,0.0679903193779974,0.833103884564275,0.99018788533788,0.501818376497336,0.731326725482516,0.406716101124695
34984,0.552735781236171,0.989889894426996,0.589407166474019,0.589795408065942,0.091545467264314,0.218261942454617,0.979784881883523,0.00813244729894688
55071,0.802805087977214,0.918222834812988,0.961701967169921,0.203329058744817,0.147424752165663,0.929199208813646,0.214919793235352,0.895628884745397
40034,0.918559067423363,0.770207913716872,0.59936158074887,0.320562785734555,0.567574097899246,0.438124666570888,0.732895495115065,0.786321821170872
46734,0.482873187437933,0.585944480737353,0.20294956255372,0.699769872598223,0.920177784170897,0.996091315219983,0.584271039411222,0.513231615083293
33168,0.456437246130119,0.640001319714527,0.0316395653230584,0.757369867713854,0.309101798290145,0.989874078940033,0.831104854766108,0.299000327074692
50869,0.785988139022499,0.896073295480577,0.294156957079543,0.533459139646824,0.167039926252311,0.771542396188816,0.391268918893197,0.87080524762698
48313,0.373830633759773,0.992310384272976,0.73308173207421,0.472142253836251,0.772066840480901,0.414173436950902,0.101670007765397,0.926618662875507
54241,0.73605002623382,0.786471645509867,0.774349977351149,0.326996564091876,0.328369294751037,0.925584303557619,0.703293815815676,0.915657821229205
57414,0.370090682478429,0.933680118199471,0.766800224193011,0.432043551778186,0.184112868710499,0.389462202997149,0.431206975793738,0.435358439626347
48243,0.311048838955778,0.725368682615385,0.388370837619664,0.674045060760907,0.345363778377586,0.99544499510606,0.219320198149012,0.992618221104843
57000,0.479345126380162,0.925168073699638,0.558570993865932,0.67100880518422,0.89207999473518,0.697403393918461,0.751651780828034,0.074993231134931
